"Title","ID","Created Date","Updated Date","Owner","project","platform","month","year","amount","notes","addedToBoost","Company"
,"6cd9154c-c256-4b08-aaa7-f2f0db581a56",2025-11-24T07:13:55Z,2025-11-24T07:14:00Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","1212678d-037b-475a-b187-a27821e2d3c8","Many Chat","9","2025",55,,true,"Airstay Holiday Homes"
,"71e873bb-3952-4009-bc45-2599e9c72e13",2025-11-24T07:14:12Z,2025-11-24T07:14:17Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","f889f811-6e7f-489d-a7de-dee3fc249d28","Many Chat","10","2025",55,,,"Mutant"
,"82dd0c96-040d-46b6-bfd7-3bd9c2af8674",2026-02-17T08:42:46Z,2026-02-17T08:42:54Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","e423744b-213d-42a0-9c8b-bdb05a3187aa","Media Mister","8","2025",2500,,,"Libya Build"
,"8729327b-4b0b-4f77-b7d6-6f6fb16ff459",2026-02-22T07:50:24Z,2026-02-22T07:50:27Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","c27ec391-f198-49d2-a60e-6a3516fb252b","Media Mister","1","2026",2500,,,"Horeca Libya"
,"885e80f6-17d7-488c-9491-7c1400e23d14",2025-09-20T12:05:41Z,2026-02-22T07:56:03Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","1212678d-037b-475a-b187-a27821e2d3c8","Many Chat","0","2026",55,,false,"Airstay Holiday Homes"
,"89344020-6968-400c-a41c-b776d73955d7",2025-11-24T07:14:23Z,2025-11-24T07:14:29Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","90f5bb8e-1da9-441f-b63b-1941b663318b","Many Chat","10","2025",55,,,"Crypto Homes DXB"
,"8b56afbc-5d89-4239-b29f-f19608aea125",2026-02-22T07:50:18Z,2026-02-22T07:51:50Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","b7444ad8-e438-49ce-b78a-df4a2ed60dd8","Media Mister","1","2026",2500,,,"Code DXB"
,"8bde29b2-cd47-4a7c-8f38-262c392c6e5e",2025-11-24T07:14:09Z,2025-11-24T07:14:15Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","f889f811-6e7f-489d-a7de-dee3fc249d28","Many Chat","9","2025",55,,,"Mutant"
,"8f1134dc-d80d-4b64-9f13-2b299bd8928d",2025-08-16T10:40:43Z,2025-08-25T18:46:31Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","160e00a4-309a-40b8-aec3-1635e37cf211","Many Chat","7","2025",55,,,
,"965ed034-5ca6-41cf-8c20-aced374432e9",2025-08-16T12:06:50Z,2025-08-25T18:46:31Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","90f5bb8e-1da9-441f-b63b-1941b663318b","Many Chat","7","2025",55,,,
,"9757e7bd-82ff-42b1-b97e-d1649e9fcbd1",2025-08-16T11:58:20Z,2025-08-25T18:46:31Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","f889f811-6e7f-489d-a7de-dee3fc249d28","Many Chat","7","2025",55,,,
,"9adc11ff-323c-4c7c-a139-afee9d128fa6",2025-08-16T10:40:14Z,2025-08-25T18:46:31Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","160e00a4-309a-40b8-aec3-1635e37cf211","Path Social","7","2025",253.92,"Used by KB",,
,"9c2a833e-0e93-41dc-8539-cdf0c9c79860",2026-02-22T07:50:58Z,2026-02-22T07:50:59Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","e423744b-213d-42a0-9c8b-bdb05a3187aa","Many Chat","1","2026",55,,,"Libya Build"
,"9d45672d-24e4-452c-8fa4-7c982846e7a4",2025-11-24T07:16:31Z,2026-02-09T20:08:07Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","e423744b-213d-42a0-9c8b-bdb05a3187aa","Meta Verified","10","2025",100,,,"Libya Build"
,"9e6f3b86-a853-4cc9-95ee-9583f9f15686",2025-08-16T11:42:37Z,2025-08-25T18:46:31Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","be5a7ff1-e84f-43fb-b6de-579ec9c8315d","Facebook Page Like","7","2025",775,,,
,"9f87e56d-f6a5-44b0-9e83-7dde9d83b190",2026-02-17T08:51:12Z,2026-02-17T08:51:16Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","160e00a4-309a-40b8-aec3-1635e37cf211","Many Chat","0","2026",55,,,"Kuwait Build"
,"a0813d88-1f8e-4238-b6bb-8f5d29488866",2026-02-17T08:51:03Z,2026-02-17T08:51:06Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","e423744b-213d-42a0-9c8b-bdb05a3187aa","Many Chat","0","2026",55,,,"Libya Build"
,"a1eaa130-7239-4acb-a3e4-d7823547f450",2026-02-17T08:52:02Z,2026-02-17T08:52:06Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","b7444ad8-e438-49ce-b78a-df4a2ed60dd8","Meta Verified","0","2026",100,,,"Code Libya"
,"a37cede3-e89d-4686-8328-c3a927a99ce6",2026-02-17T08:50:01Z,2026-02-17T08:50:03Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","b7444ad8-e438-49ce-b78a-df4a2ed60dd8","Many Chat","11","2025",55,,,"Code DXB"
,"a4a43cd4-a581-4bbb-bfc6-72f45d6d39c3",2026-02-17T08:49:34Z,2026-02-17T08:49:36Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","160e00a4-309a-40b8-aec3-1635e37cf211","Many Chat","11","2025",55,,,"Kuwait Build"
,"ad374990-4f0c-4d14-ad8d-22cc600d20a1",2026-02-22T07:56:11Z,2026-02-22T07:56:13Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","f889f811-6e7f-489d-a7de-dee3fc249d28","Many Chat","1","2026",55,,,"Mutant"
,"ada9e54a-f0dc-4512-a2c7-bbde4b6f44e9",2025-08-16T11:46:22Z,2025-08-25T18:46:31Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","ee7a662b-041f-4ebf-ab4f-a997775c4b75","Facebook Page Like","7","2025",775,,,
,"b37f6ac8-748d-433a-9dc7-3adc6d946370",2025-09-20T12:39:24Z,2025-09-20T12:40:48Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","be5a7ff1-e84f-43fb-b6de-579ec9c8315d","Many Chat","8","2025",55,,,"Code Libya"
,"b441981e-884d-48b9-ae64-0ae9d03b8293",2026-02-22T07:49:49Z,2026-02-22T07:49:57Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","160e00a4-309a-40b8-aec3-1635e37cf211","Meta Verified","0","2026",100,,,"Libya Build"
,"b455650d-229e-4961-818a-3d0a9301cb5c",2025-08-16T10:52:43Z,2025-08-25T18:46:31Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","b7444ad8-e438-49ce-b78a-df4a2ed60dd8","Many Chat","7","2025",55,,,
,"b5b15a45-3f3f-4080-b0d8-aa6e91754b2b",2025-10-01T09:38:25Z,2025-10-01T09:38:30Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","cf43c9d2-0680-46a6-bfb1-614177099a56","Many Chat","9","2025",55,,,"Flavour Fest"
,"b5c7ef1b-f1f1-4989-8eab-b857e3bfedb9",2025-11-24T07:16:15Z,2025-11-24T07:16:17Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","160e00a4-309a-40b8-aec3-1635e37cf211","Many Chat","10","2025",55,,,"Kuwait Build"
,"b5e383c6-5815-4dfd-a523-9ae7234ca154",2026-02-09T20:08:38Z,2026-02-09T20:09:00Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","b7444ad8-e438-49ce-b78a-df4a2ed60dd8","Meta Verified","10","2025",100,,,"Code Libya"
,"b6e9bb7b-0652-44f5-ae11-24d89fca9f6f",2026-02-22T07:50:46Z,2026-02-22T07:50:48Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","c27ec391-f198-49d2-a60e-6a3516fb252b","Many Chat","1","2026",55,,,"Horeca Libya"
,"b8469965-8c3e-4044-bc06-55cbf1acc518",2025-08-16T10:46:35Z,2025-08-25T18:46:31Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","e423744b-213d-42a0-9c8b-bdb05a3187aa","Meta Verified","7","2025",38.31,,,
,"b924b5ab-814a-4fbf-9aed-018bddeee08e",2026-02-22T07:56:44Z,2026-02-22T07:56:47Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd","Many Chat","1","2026",55,,,"Elite Property"
,"b9f235f5-b06f-4981-a2f9-853e0d22a0d3",2026-02-17T08:47:14Z,2026-02-17T08:47:16Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","e423744b-213d-42a0-9c8b-bdb05a3187aa","Media Mister","10","2025",2500,,,"Libya Build"
,"bc25eefc-b4db-4afb-9673-e7df4a663449",2026-02-22T07:50:33Z,2026-02-22T07:50:35Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","160e00a4-309a-40b8-aec3-1635e37cf211","Media Mister","1","2026",2500,,,"Kuwait Build"
,"bd6074f7-e5a5-425d-8e25-f770d81e1dc4",2026-02-22T07:51:08Z,2026-02-22T07:52:09Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","160e00a4-309a-40b8-aec3-1635e37cf211","Meta Verified","1","2026",100,,,"Kuwait Build"
,"c1cf2972-fde6-4e38-a6fb-eea32080588b",2026-02-17T08:39:48Z,2026-02-17T08:39:57Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","b7444ad8-e438-49ce-b78a-df4a2ed60dd8","Meta Verified","11","2025",100,,,"Code Libya"
,"c324d8fe-fb7a-4ab6-bc30-2c7d18f3ca39",2026-02-17T08:51:37Z,2026-02-17T08:51:40Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","e423744b-213d-42a0-9c8b-bdb05a3187aa","Media Mister","0","2026",2500,,,"Libya Build"
,"c38be755-9445-4378-8f69-6812f8877425",2026-02-17T08:51:32Z,2026-02-17T08:51:34Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","160e00a4-309a-40b8-aec3-1635e37cf211","Media Mister","0","2026",2500,,,"Kuwait Build"
,"c9b44d0f-2cf3-4c4e-9332-415ac3d224ff",2026-02-22T07:50:12Z,2026-02-22T07:51:58Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","b7444ad8-e438-49ce-b78a-df4a2ed60dd8","Meta Verified","1","2026",100,,,"Code DXB"
,"ce2a0612-b868-4e8a-9f1b-6d88626f397d",2026-02-17T08:48:33Z,2026-02-17T08:48:35Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","c27ec391-f198-49d2-a60e-6a3516fb252b","Media Mister","11","2025",2500,,,"Horeca Libya"
,"cf99648b-d07d-4dc2-8b0b-d37332ab405a",2025-08-16T11:46:31Z,2025-08-25T18:46:31Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","ee7a662b-041f-4ebf-ab4f-a997775c4b75","Many Chat","7","2025",55,,,
,"d033fd23-4b72-4730-b77e-a7e6aeb7eff6",2025-08-25T18:44:25Z,2025-08-25T18:46:31Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","90f5bb8e-1da9-441f-b63b-1941b663318b","Meta Verified","7","2025",39,,,
,"d09b88de-a065-4976-bc8e-31a58dddd21b",2026-02-22T07:56:39Z,2026-02-22T07:56:42Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","90f693b9-af56-47a1-9965-98bf0326b43e","Many Chat","1","2026",55,,,"Esperia Volleyball Academy"
,"d3a9fb14-4981-489c-937a-3fa1477aa678",2025-08-25T19:01:29Z,2025-08-25T19:01:29Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","1212678d-037b-475a-b187-a27821e2d3c8","Media Mister","7","2025",123.65,,true,
,"d4f42ffb-3107-4880-879b-7df7ab647746",2025-11-24T07:14:56Z,2025-11-24T07:15:00Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd","Meta Verified","10","2025",39,,,"Elite Property DXB"
,"d78948da-94f8-4606-abdc-baacde7933ab",2025-09-20T12:05:05Z,2026-02-22T07:55:44Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","90f5bb8e-1da9-441f-b63b-1941b663318b","Meta Verified","0","2026",39,,,"Crypto Homes"
,"da5e2539-e18a-4500-8f1a-41be0d13c90c",2026-02-17T08:49:30Z,2026-02-17T08:49:32Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","c27ec391-f198-49d2-a60e-6a3516fb252b","Many Chat","11","2025",55,,,"Horeca Libya"
,"db68daf3-f658-4c77-8ffd-d1c35d8e140f",2025-10-01T09:39:38Z,2025-10-01T09:39:52Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","c27ec391-f198-49d2-a60e-6a3516fb252b","Many Chat","9","2025",55,,,"Horeca Libya"
,"dcbf52ae-2cbd-4daf-a89c-cee0eaca9bb0",2026-02-17T08:48:28Z,2026-02-17T08:48:30Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","b7444ad8-e438-49ce-b78a-df4a2ed60dd8","Media Mister","11","2025",2500,,,"Horeca Libya"
,"dd76f1b6-2abd-4cbb-8433-017f204c26dc",2026-01-22T13:42:27Z,2026-01-22T13:42:44Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","90f693b9-af56-47a1-9965-98bf0326b43e","Many Chat","0","2026",55,,,"Esperia Volleyball Academy"
,"df0c99d2-7a7e-4da2-8a4a-d040284db369",2025-09-20T12:38:54Z,2025-09-20T12:41:08Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","160e00a4-309a-40b8-aec3-1635e37cf211","Many Chat","8","2025",55,,,"Kuwait Build"
,"e319536f-0a4a-4975-8d84-ff12be546c6c",2026-02-17T08:47:40Z,2026-02-17T08:47:45Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","b7444ad8-e438-49ce-b78a-df4a2ed60dd8","Media Mister","10","2025",2500,,,"Horeca Libya"
,"e3b84fce-3dad-46bc-9b9c-75208942691f",2025-10-01T09:39:33Z,2025-10-01T09:39:36Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","160e00a4-309a-40b8-aec3-1635e37cf211","Many Chat","9","2025",55,,,"Kuwait Build"
,"e47a18b6-b484-4bdf-8c1e-ed5cf38e0776",2026-02-17T08:49:39Z,2026-02-17T08:49:41Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","e423744b-213d-42a0-9c8b-bdb05a3187aa","Many Chat","11","2025",55,,,"Libya Build"
,"e5263bea-adda-48a9-a908-8ac2f87e7ac5",2025-11-24T07:15:02Z,2025-11-24T07:15:07Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","90f5bb8e-1da9-441f-b63b-1941b663318b","Meta Verified","9","2025",39,,,"Crypto Homes DXB"
,"e6d50708-a993-45a4-ae67-b03ac68089b4",2026-02-22T07:50:38Z,2026-02-22T07:50:41Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","be5a7ff1-e84f-43fb-b6de-579ec9c8315d","Media Mister","1","2026",2500,,,"Code Libya"
,"e8584a16-0301-47de-a078-750899ba42b2",2025-11-24T07:14:20Z,2025-11-24T07:14:27Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","90f5bb8e-1da9-441f-b63b-1941b663318b","Many Chat","9","2025",55,,,"Crypto Homes DXB"
,"ee57f103-96ef-4b54-8516-39fe2ed48655",2025-09-20T12:05:19Z,2026-02-22T07:55:39Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd","Many Chat","0","2026",55,,,"Elite Property"
,"efe625cc-ee2b-437d-871b-4fc88f96fdcc",2026-02-17T08:51:52Z,2026-02-17T08:51:56Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","b7444ad8-e438-49ce-b78a-df4a2ed60dd8","Media Mister","0","2026",2500,,,"Horeca Libya"
,"f08c861b-f0e9-479d-a687-378db1cfcf21",2026-02-17T08:46:11Z,2026-02-17T08:46:14Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","160e00a4-309a-40b8-aec3-1635e37cf211","Media Mister","9","2025",2500,,,"Kuwait Build"
,"f3beaef0-df49-4446-b38a-14ac1491e4fb",2025-09-20T12:05:25Z,2026-02-22T07:55:41Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","90f5bb8e-1da9-441f-b63b-1941b663318b","Many Chat","0","2026",55,,,"Crypto Homes"
,"f8d3b48a-0223-44a9-ab69-338896b689d1",2026-02-17T08:51:26Z,2026-02-17T08:51:29Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","be5a7ff1-e84f-43fb-b6de-579ec9c8315d","Media Mister","0","2026",2500,,,"Code Libya"
